BORO,CUISINE,GRADE
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
BRONX,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
QUEENS,Mexican,A
BRONX,Mexican,A
STATEN ISLAND,Mexican,A
MANHATTAN,Mexican,A
BROOKLYN,Mexican,A
STATEN ISLAND,Mexican,A
QUEENS,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
BROOKLYN,Mexican,A
MANHATTAN,Mexican,A
MANHATTAN,Mexican,A
BRONX,Mexican,A
QUEENS,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
BROOKLYN,Mexican,A
